avg_precipitation,date,province
22.25236766532922,2000-01-01,Araba/Álava
23.672783559746634,2000-02-01,Araba/Álava
50.38084278702209,2000-03-01,Araba/Álava
122.97346178129897,2000-04-01,Araba/Álava
69.82404936964095,2000-05-01,Araba/Álava
36.92663801706756,2000-06-01,Araba/Álava
61.42998839080219,2000-07-01,Araba/Álava
32.30644208639688,2000-08-01,Araba/Álava
39.399580439520136,2000-09-01,Araba/Álava
134.75590134218615,2000-10-01,Araba/Álava
175.11517546182205,2000-11-01,Araba/Álava
84.7282836717652,2000-12-01,Araba/Álava
21.39671372855944,2000-01-01,Albacete
0.33250964028650454,2000-02-01,Albacete
23.58318786796875,2000-03-01,Albacete
59.023141084548726,2000-04-01,Albacete
46.845095875232445,2000-05-01,Albacete
9.022472749976917,2000-06-01,Albacete
1.2107848094586928,2000-07-01,Albacete
1.7013247974110832,2000-08-01,Albacete
8.688921035390951,2000-09-01,Albacete
79.40781599693979,2000-10-01,Albacete
27.48999037070585,2000-11-01,Albacete
55.683741442459485,2000-12-01,Albacete
23.740549243712746,2000-01-01,Alacant/Alicante
0.0,2000-02-01,Alacant/Alicante
22.794657232918347,2000-03-01,Alacant/Alicante
22.7710275075402,2000-04-01,Alacant/Alicante
29.447332018051117,2000-05-01,Alacant/Alicante
9.899471619384538,2000-06-01,Alacant/Alicante
1.3398417125881583,2000-07-01,Alacant/Alicante
2.9475474522076337,2000-08-01,Alacant/Alicante
14.820770120416364,2000-09-01,Alacant/Alicante
95.89063881896735,2000-10-01,Alacant/Alicante
14.928577907794187,2000-11-01,Alacant/Alicante
21.807526589110385,2000-12-01,Alacant/Alicante
28.160019574259838,2000-01-01,Almería
0.0,2000-02-01,Almería
12.84554685588451,2000-03-01,Almería
45.12400599461708,2000-04-01,Almería
69.2376896256423,2000-05-01,Almería
1.5466264986542702,2000-06-01,Almería
0.0,2000-07-01,Almería
0.1527939197455346,2000-08-01,Almería
10.64754862980181,2000-09-01,Almería
84.16221403229756,2000-10-01,Almería
31.376162221678488,2000-11-01,Almería
84.78592947149495,2000-12-01,Almería
14.220382824624942,2000-01-01,Ávila
3.8301484340801455,2000-02-01,Ávila
35.9006645708146,2000-03-01,Ávila
107.34007720163955,2000-04-01,Ávila
69.66667197262126,2000-05-01,Ávila
16.093294599864688,2000-06-01,Ávila
13.082144136256916,2000-07-01,Ávila
3.1604998209240307,2000-08-01,Ávila
24.316534681045816,2000-09-01,Ávila
52.71171952723944,2000-10-01,Ávila
112.28407019777949,2000-11-01,Ávila
119.17367185323732,2000-12-01,Ávila
15.375270710689174,2000-01-01,Badajoz
6.837038961195864,2000-02-01,Badajoz
27.008418083020914,2000-03-01,Badajoz
147.83315764197005,2000-04-01,Badajoz
74.03854738985048,2000-05-01,Badajoz
4.12612022122009,2000-06-01,Badajoz
3.195980946800251,2000-07-01,Badajoz
0.6513487961869431,2000-08-01,Badajoz
11.18063085784705,2000-09-01,Badajoz
37.6402908119961,2000-10-01,Badajoz
113.04031437175485,2000-11-01,Badajoz
187.43655628819,2000-12-01,Badajoz
46.32188270276613,2000-01-01,Illes Balears
3.6673839612921744,2000-02-01,Illes Balears
21.026279066734492,2000-03-01,Illes Balears
35.16013928557455,2000-04-01,Illes Balears
11.312844790484762,2000-05-01,Illes Balears
13.252292082371504,2000-06-01,Illes Balears
3.996230942785978,2000-07-01,Illes Balears
5.763866609283095,2000-08-01,Illes Balears
61.52252957210117,2000-09-01,Illes Balears
88.52112106629106,2000-10-01,Illes Balears
58.71233877173078,2000-11-01,Illes Balears
52.782268476857475,2000-12-01,Illes Balears
21.957115073197325,2000-01-01,Barcelona
9.67030686728457,2000-02-01,Barcelona
52.708390635299075,2000-03-01,Barcelona
66.26950775916086,2000-04-01,Barcelona
48.70238511803526,2000-05-01,Barcelona
81.5775549895432,2000-06-01,Barcelona
26.78420011880834,2000-07-01,Barcelona
26.00089513129949,2000-08-01,Barcelona
59.10986516067605,2000-09-01,Barcelona
97.64515367776896,2000-10-01,Barcelona
49.33805040402971,2000-11-01,Barcelona
58.755580329896524,2000-12-01,Barcelona
15.874303832248103,2000-01-01,Burgos
10.599495837167616,2000-02-01,Burgos
33.64770095642655,2000-03-01,Burgos
97.68140485234915,2000-04-01,Burgos
55.47307569856645,2000-05-01,Burgos
25.677915836208115,2000-06-01,Burgos
37.70992755930235,2000-07-01,Burgos
14.657082048575829,2000-08-01,Burgos
33.428420653231036,2000-09-01,Burgos
80.98639719832005,2000-10-01,Burgos
131.58106947067262,2000-11-01,Burgos
82.25765511947695,2000-12-01,Burgos
11.592850778855842,2000-01-01,Cáceres
8.914056610239182,2000-02-01,Cáceres
33.00211154299289,2000-03-01,Cáceres
129.9297022626472,2000-04-01,Cáceres
71.99423976293275,2000-05-01,Cáceres
7.523656135060423,2000-06-01,Cáceres
6.518212466262633,2000-07-01,Cáceres
1.50902545926876,2000-08-01,Cáceres
17.427670677619272,2000-09-01,Cáceres
46.25048056368731,2000-10-01,Cáceres
134.0923171818243,2000-11-01,Cáceres
176.55255196451816,2000-12-01,Cáceres
49.90105312937667,2000-01-01,Cádiz
0.19078193492060605,2000-02-01,Cádiz
31.158878844649774,2000-03-01,Cádiz
116.7984866949199,2000-04-01,Cádiz
66.20046745120865,2000-05-01,Cádiz
0.025027737863547905,2000-06-01,Cádiz
0.0,2000-07-01,Cádiz
0.2121264482802525,2000-08-01,Cádiz
20.523208861565323,2000-09-01,Cádiz
70.03620473271612,2000-10-01,Cádiz
85.71669182778878,2000-11-01,Cádiz
210.14532821622797,2000-12-01,Cádiz
25.319303014124145,2000-01-01,Castelló/Castellón
0.0003494636703392708,2000-02-01,Castelló/Castellón
41.635587050429514,2000-03-01,Castelló/Castellón
52.40152404989564,2000-04-01,Castelló/Castellón
44.34859971848759,2000-05-01,Castelló/Castellón
26.434276561665783,2000-06-01,Castelló/Castellón
6.839188467698879,2000-07-01,Castelló/Castellón
9.82841333786342,2000-08-01,Castelló/Castellón
18.322778236179193,2000-09-01,Castelló/Castellón
135.2363150997427,2000-10-01,Castelló/Castellón
28.622715138572044,2000-11-01,Castelló/Castellón
42.1739746638839,2000-12-01,Castelló/Castellón
15.47007571245152,2000-01-01,Ciudad Real
1.7491694132284992,2000-02-01,Ciudad Real
23.81151636686124,2000-03-01,Ciudad Real
100.46907305192657,2000-04-01,Ciudad Real
53.929036122251745,2000-05-01,Ciudad Real
5.944883453123133,2000-06-01,Ciudad Real
2.2941799362003445,2000-07-01,Ciudad Real
0.07492488318839426,2000-08-01,Ciudad Real
13.353690982011667,2000-09-01,Ciudad Real
45.92635905174125,2000-10-01,Ciudad Real
60.17564097473162,2000-11-01,Ciudad Real
98.31282015645473,2000-12-01,Ciudad Real
24.653487733033778,2000-01-01,Córdoba
2.096342327662261,2000-02-01,Córdoba
27.447015094466963,2000-03-01,Córdoba
138.73554069624487,2000-04-01,Córdoba
69.9282639193547,2000-05-01,Córdoba
1.907157698853089,2000-06-01,Córdoba
0.6344111422331706,2000-07-01,Córdoba
0.0,2000-08-01,Córdoba
13.856310894917248,2000-09-01,Córdoba
52.10246978455067,2000-10-01,Córdoba
80.43219542296809,2000-11-01,Córdoba
162.30673441740936,2000-12-01,Córdoba
57.0156310424304,2000-01-01,A Coruña
59.52003959967206,2000-02-01,A Coruña
48.47664238093028,2000-03-01,A Coruña
225.90288799170864,2000-04-01,A Coruña
95.57274892879789,2000-05-01,A Coruña
16.376761489318916,2000-06-01,A Coruña
56.316549878571294,2000-07-01,A Coruña
70.29774003434028,2000-08-01,A Coruña
103.06284127647055,2000-09-01,A Coruña
165.26197658050629,2000-10-01,A Coruña
355.54577938651414,2000-11-01,A Coruña
393.9589230745432,2000-12-01,A Coruña
19.977666932042432,2000-01-01,Cuenca
0.9338874781630969,2000-02-01,Cuenca
32.982160712062274,2000-03-01,Cuenca
77.11508378201968,2000-04-01,Cuenca
49.54199665702008,2000-05-01,Cuenca
15.147883471114932,2000-06-01,Cuenca
5.316737915655788,2000-07-01,Cuenca
2.3068636735802746,2000-08-01,Cuenca
11.323035244667645,2000-09-01,Cuenca
70.58939075511348,2000-10-01,Cuenca
58.14859281674359,2000-11-01,Cuenca
77.85081857730928,2000-12-01,Cuenca
26.50882969487794,2000-01-01,Girona
15.566879115760075,2000-02-01,Girona
47.14182565058125,2000-03-01,Girona
70.56119380862648,2000-04-01,Girona
47.26547314036467,2000-05-01,Girona
89.52077201600783,2000-06-01,Girona
28.676297456963198,2000-07-01,Girona
22.762159357994385,2000-08-01,Girona
60.57240561543185,2000-09-01,Girona
93.01762762826345,2000-10-01,Girona
57.20863065619246,2000-11-01,Girona
84.2824126029602,2000-12-01,Girona
33.625802143996424,2000-01-01,Granada
0.006083311695537667,2000-02-01,Granada
22.903430076359317,2000-03-01,Granada
90.38351888847083,2000-04-01,Granada
86.86566903181019,2000-05-01,Granada
1.4641651608527233,2000-06-01,Granada
0.0,2000-07-01,Granada
0.09265922326495789,2000-08-01,Granada
14.048682390720302,2000-09-01,Granada
80.26240905502003,2000-10-01,Granada
43.15183373694444,2000-11-01,Granada
131.1535453307403,2000-12-01,Granada
17.769317160826596,2000-01-01,Guadalajara
1.9115161202699604,2000-02-01,Guadalajara
34.79021709605298,2000-03-01,Guadalajara
80.10147516663537,2000-04-01,Guadalajara
56.70127353266886,2000-05-01,Guadalajara
20.294594538122396,2000-06-01,Guadalajara
12.861713575294099,2000-07-01,Guadalajara
4.075497816502644,2000-08-01,Guadalajara
15.235932635449974,2000-09-01,Guadalajara
74.71328799180927,2000-10-01,Guadalajara
97.90947888589412,2000-11-01,Guadalajara
84.22377191332876,2000-12-01,Guadalajara
29.934266906787553,2000-01-01,Gipuzkoa
48.588585977768126,2000-02-01,Gipuzkoa
80.49860274483012,2000-03-01,Gipuzkoa
164.88998944296094,2000-04-01,Gipuzkoa
91.36018133267095,2000-05-01,Gipuzkoa
54.59762156119977,2000-06-01,Gipuzkoa
99.13190088803327,2000-07-01,Gipuzkoa
59.272185307085614,2000-08-01,Gipuzkoa
60.15587157672481,2000-09-01,Gipuzkoa
219.03474507855685,2000-10-01,Gipuzkoa
233.85443706141714,2000-11-01,Gipuzkoa
104.21728870396821,2000-12-01,Gipuzkoa
29.265517082148655,2000-01-01,Huelva
4.608406831540123,2000-02-01,Huelva
25.778080492905218,2000-03-01,Huelva
135.47391335897234,2000-04-01,Huelva
69.5181574104003,2000-05-01,Huelva
1.6821645084470709,2000-06-01,Huelva
0.8162423890600358,2000-07-01,Huelva
0.4211463741251125,2000-08-01,Huelva
9.88668852372502,2000-09-01,Huelva
34.52522247362967,2000-10-01,Huelva
93.0451609924071,2000-11-01,Huelva
186.82741059825437,2000-12-01,Huelva
23.18798638520908,2000-01-01,Huesca
17.738095047859485,2000-02-01,Huesca
57.17891385288995,2000-03-01,Huesca
79.97835535882645,2000-04-01,Huesca
72.42584972594635,2000-05-01,Huesca
75.29566627782482,2000-06-01,Huesca
31.817846242349656,2000-07-01,Huesca
25.856964796497223,2000-08-01,Huesca
26.670288755013658,2000-09-01,Huesca
153.4521564742166,2000-10-01,Huesca
106.56053947809967,2000-11-01,Huesca
66.195584780837,2000-12-01,Huesca
20.893865465205508,2000-01-01,Jaén
0.5069352902984637,2000-02-01,Jaén
19.85301119483739,2000-03-01,Jaén
93.83585987762417,2000-04-01,Jaén
68.12657150726983,2000-05-01,Jaén
1.8357615047120641,2000-06-01,Jaén
0.034494461605052436,2000-07-01,Jaén
0.06586066460739372,2000-08-01,Jaén
12.454487772247042,2000-09-01,Jaén
65.59280500521379,2000-10-01,Jaén
44.98869203376157,2000-11-01,Jaén
109.21823538670402,2000-12-01,Jaén
28.036845041239992,2000-01-01,León
18.500486113878157,2000-02-01,León
51.53605610232299,2000-03-01,León
143.89899988046392,2000-04-01,León
97.96819540184089,2000-05-01,León
14.844080965852497,2000-06-01,León
40.892126548989914,2000-07-01,León
17.442391520898923,2000-08-01,León
55.127310037056255,2000-09-01,León
94.95390285691518,2000-10-01,León
231.39403514364275,2000-11-01,León
229.98052356855422,2000-12-01,León
24.873704853229565,2000-01-01,Lleida
17.737496332669345,2000-02-01,Lleida
66.36940442550295,2000-03-01,Lleida
78.60331063448675,2000-04-01,Lleida
67.26939052824999,2000-05-01,Lleida
106.88735504393071,2000-06-01,Lleida
32.456370346350404,2000-07-01,Lleida
27.989808681150688,2000-08-01,Lleida
39.65819963661253,2000-09-01,Lleida
128.95437068606088,2000-10-01,Lleida
84.41574404348287,2000-11-01,Lleida
72.49930256378578,2000-12-01,Lleida
16.709408053442193,2000-01-01,La Rioja
9.261446155749361,2000-02-01,La Rioja
28.338467248097956,2000-03-01,La Rioja
82.93855384425058,2000-04-01,La Rioja
61.190016700686584,2000-05-01,La Rioja
32.000977299437125,2000-06-01,La Rioja
41.5193913527556,2000-07-01,La Rioja
15.98908888476527,2000-08-01,La Rioja
21.888723943836204,2000-09-01,La Rioja
91.25079482897257,2000-10-01,La Rioja
112.39720418135704,2000-11-01,La Rioja
60.96962949217542,2000-12-01,La Rioja
53.9599674684851,2000-01-01,Lugo
52.54398323375767,2000-02-01,Lugo
67.8027651787669,2000-03-01,Lugo
239.2580437298633,2000-04-01,Lugo
116.87723732365727,2000-05-01,Lugo
15.749432262504296,2000-06-01,Lugo
56.650129813256584,2000-07-01,Lugo
50.51469235822202,2000-08-01,Lugo
99.69044386749658,2000-09-01,Lugo
174.15257280490462,2000-10-01,Lugo
378.30333760830774,2000-11-01,Lugo
408.54953235947306,2000-12-01,Lugo
13.603162187831723,2000-01-01,Madrid
2.2413063778503184,2000-02-01,Madrid
31.153009346092777,2000-03-01,Madrid
82.39667818633127,2000-04-01,Madrid
50.56679144086261,2000-05-01,Madrid
13.416807004381734,2000-06-01,Madrid
10.43225080411516,2000-07-01,Madrid
2.30216372822105,2000-08-01,Madrid
19.466937498503516,2000-09-01,Madrid
43.38022874382449,2000-10-01,Madrid
96.20123231146198,2000-11-01,Madrid
91.97064480856875,2000-12-01,Madrid
44.89914547266621,2000-01-01,Málaga
0.0,2000-02-01,Málaga
30.77836735447196,2000-03-01,Málaga
116.4081429256948,2000-04-01,Málaga
70.49163928980097,2000-05-01,Málaga
0.35500719796242275,2000-06-01,Málaga
0.0,2000-07-01,Málaga
0.017598095308405,2000-08-01,Málaga
18.918423092539953,2000-09-01,Málaga
70.1267856483703,2000-10-01,Málaga
73.3297128197556,2000-11-01,Málaga
197.30814661695757,2000-12-01,Málaga
22.615782710486013,2000-01-01,Murcia
0.0,2000-02-01,Murcia
18.61200983412254,2000-03-01,Murcia
31.235754897991512,2000-04-01,Murcia
47.67112605397034,2000-05-01,Murcia
5.336806961338286,2000-06-01,Murcia
0.17333521097009275,2000-07-01,Murcia
1.3763253475094912,2000-08-01,Murcia
10.556578476415124,2000-09-01,Murcia
87.68313706161584,2000-10-01,Murcia
21.588157979662856,2000-11-01,Murcia
39.20853503259458,2000-12-01,Murcia
22.463184527894295,2000-01-01,Navarra
27.69942534565785,2000-02-01,Navarra
51.52142571563258,2000-03-01,Navarra
104.20393963444108,2000-04-01,Navarra
74.6537155610189,2000-05-01,Navarra
48.499471890869344,2000-06-01,Navarra
55.89164513453356,2000-07-01,Navarra
31.65894891364668,2000-08-01,Navarra
28.148616473424457,2000-09-01,Navarra
159.82201827197912,2000-10-01,Navarra
146.6414347859814,2000-11-01,Navarra
67.28226090381247,2000-12-01,Navarra
50.15359572567346,2000-01-01,Ourense
53.556298103353484,2000-02-01,Ourense
76.07584009070924,2000-03-01,Ourense
228.64460211654767,2000-04-01,Ourense
144.85132627817478,2000-05-01,Ourense
17.52196433479934,2000-06-01,Ourense
51.30025941451349,2000-07-01,Ourense
32.19980930456295,2000-08-01,Ourense
80.91533809785598,2000-09-01,Ourense
154.17850639087405,2000-10-01,Ourense
401.12914032435424,2000-11-01,Ourense
474.6142540544253,2000-12-01,Ourense
31.96876990607231,2000-01-01,Asturias
26.17636056194482,2000-02-01,Asturias
62.73984573155898,2000-03-01,Asturias
195.89778557613246,2000-04-01,Asturias
100.51682244073056,2000-05-01,Asturias
17.822921371738293,2000-06-01,Asturias
56.79747634434762,2000-07-01,Asturias
34.354765296549786,2000-08-01,Asturias
73.28180628423843,2000-09-01,Asturias
124.8622992020198,2000-10-01,Asturias
265.6164367696281,2000-11-01,Asturias
233.67642426137607,2000-12-01,Asturias
14.471418063567043,2000-01-01,Palencia
7.3624637063992875,2000-02-01,Palencia
33.96172041345671,2000-03-01,Palencia
90.9518408114281,2000-04-01,Palencia
62.70859045333129,2000-05-01,Palencia
18.587278850993005,2000-06-01,Palencia
28.524377685726478,2000-07-01,Palencia
9.050125817815804,2000-08-01,Palencia
30.037520808331095,2000-09-01,Palencia
64.83521350315513,2000-10-01,Palencia
129.14670744454338,2000-11-01,Palencia
105.00324416398902,2000-12-01,Palencia
63.875961045617636,2000-01-01,Pontevedra
76.91577430839347,2000-02-01,Pontevedra
70.14585728732317,2000-03-01,Pontevedra
262.9373571418676,2000-04-01,Pontevedra
132.9629573191849,2000-05-01,Pontevedra
21.791721501101307,2000-06-01,Pontevedra
63.2550320694862,2000-07-01,Pontevedra
51.865058805602104,2000-08-01,Pontevedra
104.29221327939929,2000-09-01,Pontevedra
182.32478147034783,2000-10-01,Pontevedra
428.62033330100996,2000-11-01,Pontevedra
517.6371645864211,2000-12-01,Pontevedra
19.888177510451058,2000-01-01,Salamanca
14.6116545491187,2000-02-01,Salamanca
47.000537409376726,2000-03-01,Salamanca
139.44562605608692,2000-04-01,Salamanca
100.73608032203224,2000-05-01,Salamanca
12.251528257915158,2000-06-01,Salamanca
17.621575952997347,2000-07-01,Salamanca
4.213082817885398,2000-08-01,Salamanca
31.880612439993588,2000-09-01,Salamanca
76.1370910650524,2000-10-01,Salamanca
189.81078539279974,2000-11-01,Salamanca
245.45816216327952,2000-12-01,Salamanca
22.311301377766515,2000-01-01,Cantabria
23.336006554199095,2000-02-01,Cantabria
63.97875654842953,2000-03-01,Cantabria
158.37355472987022,2000-04-01,Cantabria
74.40009462047962,2000-05-01,Cantabria
28.924961344072393,2000-06-01,Cantabria
61.486026170640024,2000-07-01,Cantabria
31.54489857146157,2000-08-01,Cantabria
71.29101567007463,2000-09-01,Cantabria
136.0454293692738,2000-10-01,Cantabria
209.9135491911104,2000-11-01,Cantabria
131.2339895225128,2000-12-01,Cantabria
13.477086007702187,2000-01-01,Segovia
2.5530441958554944,2000-02-01,Segovia
31.47687511461583,2000-03-01,Segovia
85.61874197689347,2000-04-01,Segovia
57.18096460663856,2000-05-01,Segovia
18.158133137722363,2000-06-01,Segovia
17.556583532000747,2000-07-01,Segovia
4.832101595452046,2000-08-01,Segovia
23.10318173482488,2000-09-01,Segovia
48.079268292682926,2000-10-01,Segovia
106.25399779937652,2000-11-01,Segovia
87.45768384375576,2000-12-01,Segovia
32.33148418213188,2000-01-01,Sevilla
1.5688332237186997,2000-02-01,Sevilla
26.58735809670871,2000-03-01,Sevilla
125.85802045504376,2000-04-01,Sevilla
69.97751946851199,2000-05-01,Sevilla
0.9529324297274878,2000-06-01,Sevilla
0.2441975732273408,2000-07-01,Sevilla
0.0042034828858196795,2000-08-01,Sevilla
13.01505533156044,2000-09-01,Sevilla
51.32739507973273,2000-10-01,Sevilla
80.67647955925385,2000-11-01,Sevilla
184.3888555279135,2000-12-01,Sevilla
16.90415431174151,2000-01-01,Soria
4.821862867972981,2000-02-01,Soria
28.69537492739892,2000-03-01,Soria
75.44220340537403,2000-04-01,Soria
57.698395133433216,2000-05-01,Soria
27.615241647051654,2000-06-01,Soria
28.41246599211323,2000-07-01,Soria
8.924366459817197,2000-08-01,Soria
16.141925228502448,2000-09-01,Soria
79.65190597010366,2000-10-01,Soria
97.91858282639937,2000-11-01,Soria
65.68187570690556,2000-12-01,Soria
23.078064366564842,2000-01-01,Tarragona
1.6361263140919031,2000-02-01,Tarragona
54.13225081390539,2000-03-01,Tarragona
61.1786358642516,2000-04-01,Tarragona
44.60081844113168,2000-05-01,Tarragona
41.42216241823146,2000-06-01,Tarragona
7.607954602723429,2000-07-01,Tarragona
13.805287613518379,2000-08-01,Tarragona
34.777952486065296,2000-09-01,Tarragona
133.0885367844939,2000-10-01,Tarragona
48.32552185701467,2000-11-01,Tarragona
56.03572112525572,2000-12-01,Tarragona
18.43197236316528,2000-01-01,Teruel
0.16357551549174135,2000-02-01,Teruel
39.7585577026881,2000-03-01,Teruel
63.068219799201074,2000-04-01,Teruel
62.78671272805784,2000-05-01,Teruel
35.524210299039176,2000-06-01,Teruel
11.16341142178559,2000-07-01,Teruel
9.238035193781707,2000-08-01,Teruel
10.501258771456326,2000-09-01,Teruel
102.77437979056461,2000-10-01,Teruel
36.18000647738314,2000-11-01,Teruel
44.06760228867533,2000-12-01,Teruel
11.6744223288901,2000-01-01,Toledo
2.4382672605978346,2000-02-01,Toledo
24.850439759112305,2000-03-01,Toledo
85.16282676398822,2000-04-01,Toledo
48.74135337078413,2000-05-01,Toledo
9.617900534790916,2000-06-01,Toledo
5.349232370653511,2000-07-01,Toledo
0.9454926271340012,2000-08-01,Toledo
14.97847350698937,2000-09-01,Toledo
36.771274690356485,2000-10-01,Toledo
68.16162991120532,2000-11-01,Toledo
84.47674354900568,2000-12-01,Toledo
22.638794515926943,2000-01-01,València/Valencia
0.0,2000-02-01,València/Valencia
30.740120958026097,2000-03-01,València/Valencia
36.88602356512935,2000-04-01,València/Valencia
30.89266782323741,2000-05-01,València/Valencia
15.762258445376123,2000-06-01,València/Valencia
2.9881752686617506,2000-07-01,València/Valencia
5.207749024143413,2000-08-01,València/Valencia
11.991801599922885,2000-09-01,València/Valencia
112.5938569225579,2000-10-01,València/Valencia
18.053443207556256,2000-11-01,València/Valencia
30.286799431352684,2000-12-01,València/Valencia
12.681879278061373,2000-01-01,Valladolid
3.3929717424577928,2000-02-01,Valladolid
27.69973350736934,2000-03-01,Valladolid
76.85837043252609,2000-04-01,Valladolid
58.07672346145179,2000-05-01,Valladolid
14.130231763124574,2000-06-01,Valladolid
17.925801614494702,2000-07-01,Valladolid
4.840834751260597,2000-08-01,Valladolid
23.37377339579985,2000-09-01,Valladolid
44.881911909812075,2000-10-01,Valladolid
105.31296956700784,2000-11-01,Valladolid
97.22257961758697,2000-12-01,Valladolid
28.98104725698588,2000-01-01,Bizkaia
39.38446596553544,2000-02-01,Bizkaia
78.47046091517052,2000-03-01,Bizkaia
169.84929378139134,2000-04-01,Bizkaia
75.58154119377309,2000-05-01,Bizkaia
43.04126314621087,2000-06-01,Bizkaia
80.76857119072064,2000-07-01,Bizkaia
53.70521963537474,2000-08-01,Bizkaia
64.60276937591918,2000-09-01,Bizkaia
192.88858673030506,2000-10-01,Bizkaia
236.83364320004438,2000-11-01,Bizkaia
111.89627327468992,2000-12-01,Bizkaia
22.61403174300557,2000-01-01,Zamora
14.613251274963059,2000-02-01,Zamora
46.94356203231497,2000-03-01,Zamora
109.40778561555696,2000-04-01,Zamora
89.64314141366002,2000-05-01,Zamora
11.438366855726608,2000-06-01,Zamora
24.343256994423527,2000-07-01,Zamora
7.173955006911014,2000-08-01,Zamora
37.329679233592316,2000-09-01,Zamora
76.23265096992515,2000-10-01,Zamora
191.55499022925505,2000-11-01,Zamora
225.79413516991605,2000-12-01,Zamora
14.405064723206555,2000-01-01,Zaragoza
3.652107746712743,2000-02-01,Zaragoza
31.588307854006917,2000-03-01,Zaragoza
59.858415476637916,2000-04-01,Zaragoza
58.34253484323736,2000-05-01,Zaragoza
35.113655191542,2000-06-01,Zaragoza
18.440066712163283,2000-07-01,Zaragoza
11.110502056471777,2000-08-01,Zaragoza
11.901709043001608,2000-09-01,Zaragoza
95.00399251130413,2000-10-01,Zaragoza
61.9038147825103,2000-11-01,Zaragoza
41.66886972515901,2000-12-01,Zaragoza
57.94791666666667,2000-01-01,Ceuta
0.0,2000-02-01,Ceuta
25.746527777777782,2000-03-01,Ceuta
107.81944444444446,2000-04-01,Ceuta
54.38541666666668,2000-05-01,Ceuta
0.0,2000-06-01,Ceuta
0.0,2000-07-01,Ceuta
1.0,2000-08-01,Ceuta
20.517361111111114,2000-09-01,Ceuta
79.71180555555556,2000-10-01,Ceuta
78.32986111111111,2000-11-01,Ceuta
242.5138888888889,2000-12-01,Ceuta
51.904999999999994,2000-01-01,Melilla
0.0,2000-02-01,Melilla
4.0,2000-03-01,Melilla
33.64999999999999,2000-04-01,Melilla
30.544999999999995,2000-05-01,Melilla
1.0,2000-06-01,Melilla
0.0,2000-07-01,Melilla
0.0,2000-08-01,Melilla
9.654999999999998,2000-09-01,Melilla
71.675,2000-10-01,Melilla
42.95499999999999,2000-11-01,Melilla
62.959999999999994,2000-12-01,Melilla
48.42857142857144,2000-01-01,Territorios no asociados a ninguna provincia
0.0,2000-02-01,Territorios no asociados a ninguna provincia
12.0,2000-03-01,Territorios no asociados a ninguna provincia
52.85714285714286,2000-04-01,Territorios no asociados a ninguna provincia
42.285714285714285,2000-05-01,Territorios no asociados a ninguna provincia
0.0,2000-06-01,Territorios no asociados a ninguna provincia
0.0,2000-07-01,Territorios no asociados a ninguna provincia
0.2857142857142857,2000-08-01,Territorios no asociados a ninguna provincia
15.857142857142858,2000-09-01,Territorios no asociados a ninguna provincia
70.71428571428571,2000-10-01,Territorios no asociados a ninguna provincia
46.857142857142854,2000-11-01,Territorios no asociados a ninguna provincia
106.71428571428571,2000-12-01,Territorios no asociados a ninguna provincia
59.23076923076924,2000-01-01,Gibraltar. Territorio no asociado a ninguna provincia
0.0,2000-02-01,Gibraltar. Territorio no asociado a ninguna provincia
27.230769230769234,2000-03-01,Gibraltar. Territorio no asociado a ninguna provincia
125.84615384615385,2000-04-01,Gibraltar. Territorio no asociado a ninguna provincia
56.0,2000-05-01,Gibraltar. Territorio no asociado a ninguna provincia
0.0,2000-06-01,Gibraltar. Territorio no asociado a ninguna provincia
0.0,2000-07-01,Gibraltar. Territorio no asociado a ninguna provincia
1.0,2000-08-01,Gibraltar. Territorio no asociado a ninguna provincia
20.0,2000-09-01,Gibraltar. Territorio no asociado a ninguna provincia
79.46153846153847,2000-10-01,Gibraltar. Territorio no asociado a ninguna provincia
88.23076923076924,2000-11-01,Gibraltar. Territorio no asociado a ninguna provincia
259.2307692307692,2000-12-01,Gibraltar. Territorio no asociado a ninguna provincia
48.83767699195571,2000-01-01,Las Palmas
18.840789138426807,2000-02-01,Las Palmas
0.0,2000-03-01,Las Palmas
8.353856513667964,2000-04-01,Las Palmas
6.088050085538528,2000-05-01,Las Palmas
0.0,2000-06-01,Las Palmas
0.0,2000-07-01,Las Palmas
2.547410184544825,2000-08-01,Las Palmas
0.15315036581370794,2000-09-01,Las Palmas
15.43710188184763,2000-10-01,Las Palmas
9.808430095002361,2000-11-01,Las Palmas
18.08712190150329,2000-12-01,Las Palmas
72.5903529773541,2000-01-01,Santa Cruz de Tenerife
49.00298723834209,2000-02-01,Santa Cruz de Tenerife
0.0,2000-03-01,Santa Cruz de Tenerife
17.087113141652207,2000-04-01,Santa Cruz de Tenerife
26.22955608759639,2000-05-01,Santa Cruz de Tenerife
0.0,2000-06-01,Santa Cruz de Tenerife
0.0,2000-07-01,Santa Cruz de Tenerife
7.467063500779758,2000-08-01,Santa Cruz de Tenerife
1.0390976783007886,2000-09-01,Santa Cruz de Tenerife
22.29200254793859,2000-10-01,Santa Cruz de Tenerife
19.54025084016079,2000-11-01,Santa Cruz de Tenerife
37.562501372811745,2000-12-01,Santa Cruz de Tenerife
